number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,booking status,reservation_month,reservation_dayofweek,total_nights,price_per_night,is_family,total_guests,weekend_share,previous_bookings,previous_cancel_ratio,has_special_requests,Booking_ID
2,0,1,4,Not Selected,0,Room_Type 1,14,Online,0,0,0,91.43,1,0,8,4,5,15.238333333333335,0,2,0.16666666666666666,0,0.0,1,INN00177
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140.0,0,0,5,6,2,46.666666666666664,0,2,0.0,0,0.0,0,INN00178
1,1,2,5,Not Selected,0,Room_Type 1,37,Online,0,0,0,87.78,0,0,10,1,7,10.9725,1,2,0.25,0,0.0,0,INN00179
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Online,0,0,0,115.0,0,1,7,5,2,38.333333333333336,0,2,0.0,0,0.0,0,INN00180
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,80.85,1,0,9,5,3,20.2125,0,2,0.0,0,0.0,1,INN00181
2,0,1,3,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,82.45,1,0,3,5,4,16.490000000000002,0,2,0.2,0,0.0,1,INN00182
2,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,108.0,0,1,10,3,1,54.0,0,2,0.0,0,0.0,0,INN00183
2,0,1,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,96.3,1,0,4,0,2,32.1,0,2,0.3333333333333333,0,0.0,1,INN00184
2,0,1,5,Meal Plan 1,0,Room_Type 1,196,Online,0,0,0,99.45,0,1,8,2,6,14.207142857142857,0,2,0.14285714285714285,0,0.0,0,INN00185
2,0,0,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,140.4,1,0,5,6,2,46.800000000000004,0,2,0.0,0,0.0,1,INN00186
2,0,1,3,Meal Plan 1,0,Room_Type 1,189,Offline,0,0,0,72.25,0,0,8,2,4,14.45,0,2,0.2,0,0.0,0,INN00187
2,0,1,4,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,126.0,0,0,8,2,5,21.0,0,2,0.16666666666666666,0,0.0,0,INN00188
2,0,2,3,Meal Plan 1,0,Room_Type 1,303,Online,0,0,0,78.0,0,1,8,6,5,13.0,0,2,0.3333333333333333,0,0.0,0,INN00189
1,0,2,2,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,146.6,1,0,11,1,4,29.32,0,1,0.4,0,0.0,1,INN00190
2,0,1,2,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,118.8,0,1,10,2,3,29.7,0,2,0.25,0,0.0,0,INN00191
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,145.0,0,1,10,5,1,72.5,0,1,0.0,0,0.0,0,INN00192
2,0,0,4,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,84.58,0,1,4,4,4,16.916,0,2,0.0,0,0.0,0,INN00193
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130.0,0,1,3,6,3,32.5,0,2,0.25,0,0.0,0,INN00194
2,0,4,10,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,118.88,1,1,8,4,14,7.925333333333333,0,2,0.26666666666666666,0,0.0,1,INN00195
2,0,1,2,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,101.52,0,0,5,2,3,25.38,0,2,0.25,0,0.0,0,INN00196
2,0,0,1,Meal Plan 1,0,Room_Type 1,87,Corporate,0,0,0,100.0,0,1,9,0,1,50.0,0,2,0.0,0,0.0,0,INN00197
2,0,2,1,Meal Plan 1,0,Room_Type 1,109,Offline,0,0,0,58.0,0,0,3,1,3,14.5,0,2,0.5,0,0.0,0,INN00198
2,0,0,4,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,61.5,2,0,3,4,4,12.3,0,2,0.0,0,0.0,1,INN00199
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107.0,0,1,9,2,3,26.75,0,2,0.25,0,0.0,0,INN00200
2,0,1,4,Not Selected,0,Room_Type 1,156,Online,0,0,0,87.3,1,0,8,4,5,14.549999999999999,0,2,0.16666666666666666,0,0.0,1,INN00201
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,76.5,1,1,7,6,2,25.5,0,2,0.0,0,0.0,1,INN00202
2,0,2,2,Not Selected,0,Room_Type 1,211,Online,0,0,0,63.75,0,1,12,6,4,12.75,0,2,0.4,0,0.0,0,INN00203
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95.0,0,1,5,6,3,23.75,0,2,0.25,0,0.0,0,INN00204
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,75.0,1,0,11,0,3,18.75,0,2,0.5,0,0.0,1,INN00205
2,0,0,3,Meal Plan 1,0,Room_Type 1,433,Online,0,0,0,70.0,0,1,9,5,3,17.5,0,2,0.0,0,0.0,0,INN00206
2,0,1,3,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,101.58,1,0,5,2,4,20.316,0,2,0.2,0,0.0,1,INN00207
2,0,2,3,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,85.0,0,0,8,1,5,14.166666666666666,0,2,0.3333333333333333,0,0.0,0,INN00208
2,0,2,4,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,98.39,0,0,12,0,6,14.055714285714286,0,2,0.2857142857142857,0,0.0,0,INN00209
1,0,0,0,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0.0,1,0,2,1,0,0.0,0,1,0.0,0,0.0,1,INN00210
2,0,0,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,106.07,1,0,9,4,3,26.5175,0,2,0.0,0,0.0,1,INN00211
2,0,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,105.0,1,0,7,2,2,35.0,0,2,0.3333333333333333,0,0.0,1,INN00212
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,145.0,2,0,9,4,1,72.5,0,2,0.0,0,0.0,1,INN00213
3,0,2,1,Meal Plan 1,0,Room_Type 1,195,Online,0,0,0,106.03,1,1,8,0,3,26.5075,0,3,0.5,0,0.0,1,INN00214
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,114.3,1,0,8,0,4,22.86,0,2,0.4,0,0.0,1,INN00215
1,0,1,1,Not Selected,0,Room_Type 1,13,Online,0,0,0,88.0,0,0,12,2,2,29.333333333333332,0,1,0.3333333333333333,0,0.0,0,INN00216
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,89.25,2,0,10,6,2,29.75,0,2,0.0,0,0.0,1,INN00217
2,1,2,5,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,86.32,1,0,3,1,7,10.79,1,3,0.25,0,0.0,1,INN00218
2,0,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,0,0,0,90.0,1,0,10,5,3,22.5,0,2,0.0,0,0.0,1,INN00219
2,0,2,5,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,55.96,0,0,8,1,7,6.995,0,2,0.25,0,0.0,0,INN00220
1,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,109.0,1,0,6,4,2,36.333333333333336,0,1,0.0,0,0.0,1,INN00221
2,0,0,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,86.0,0,0,3,3,1,43.0,0,2,0.0,0,0.0,0,INN00222
2,0,1,5,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,118.95,0,0,9,2,6,16.992857142857144,0,2,0.14285714285714285,0,0.0,0,INN00223
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,130.0,1,0,6,6,2,43.333333333333336,0,2,0.0,0,0.0,1,INN00224
2,0,1,3,Not Selected,0,Room_Type 1,70,Online,0,0,0,90.56,1,0,4,5,4,18.112000000000002,0,2,0.2,0,0.0,1,INN00225
2,0,0,2,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,87.3,1,0,4,6,2,29.099999999999998,0,2,0.0,0,0.0,1,INN00226
2,2,2,2,Meal Plan 1,0,Room_Type 6,144,Online,0,0,0,177.65,1,1,5,6,4,35.53,1,4,0.4,0,0.0,1,INN00227
1,2,2,2,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,200.75,2,0,9,1,4,40.15,1,3,0.4,0,0.0,1,INN00228
2,1,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,127.0,1,0,3,6,2,42.333333333333336,1,3,0.0,0,0.0,1,INN00229
1,0,1,2,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,72.9,0,1,2,0,3,18.225,0,1,0.25,0,0.0,0,INN00230
3,0,1,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,159.3,0,1,5,0,2,53.1,0,3,0.3333333333333333,0,0.0,0,INN00231
2,1,1,3,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,135.15,1,0,5,5,4,27.03,1,3,0.2,0,0.0,1,INN00232
1,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,90.0,0,0,10,6,2,30.0,0,1,0.0,0,0.0,0,INN00233
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,114.0,0,0,10,2,1,57.0,0,2,0.5,0,0.0,0,INN00234
2,1,0,1,Meal Plan 1,1,Room_Type 1,58,Online,0,0,0,125.1,1,0,6,3,1,62.55,1,3,0.0,0,0.0,1,INN00235
2,0,2,6,Not Selected,0,Room_Type 1,4,Online,0,0,0,95.13,1,0,8,0,8,10.57,0,2,0.2222222222222222,0,0.0,1,INN00236
2,0,0,2,Meal Plan 1,0,Room_Type 5,117,Online,0,0,0,105.84,0,1,4,6,2,35.28,0,2,0.0,0,0.0,0,INN00237
2,0,1,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,102.0,0,1,12,2,4,20.4,0,2,0.2,0,0.0,0,INN00238
2,0,2,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,74.8,2,0,12,6,4,14.959999999999999,0,2,0.4,0,0.0,1,INN00239
2,0,1,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,1,4,1,1,47.25,0,2,0.5,0,0.0,0,INN00240
2,0,2,4,Not Selected,0,Room_Type 1,79,Online,0,0,0,120.6,0,0,6,5,6,17.228571428571428,0,2,0.2857142857142857,0,0.0,0,INN00241
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,139.33,0,0,10,0,3,34.8325,0,2,0.25,0,0.0,0,INN00242
2,0,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,105.0,0,0,9,6,2,35.0,0,2,0.0,0,0.0,0,INN00243
2,0,0,2,Not Selected,0,Room_Type 1,12,Corporate,0,0,0,100.0,1,0,9,4,2,33.333333333333336,0,2,0.0,0,0.0,1,INN00244
2,0,1,0,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.3,1,0,2,3,1,40.15,0,2,0.5,0,0.0,1,INN00245
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,0,10,0,2,33.333333333333336,0,1,0.0,0,0.0,0,INN00246
2,0,0,3,Meal Plan 1,1,Room_Type 1,78,Online,0,0,0,105.3,1,0,3,5,3,26.325,0,2,0.0,0,0.0,1,INN00247
2,0,0,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,112.8,0,1,5,3,4,22.56,0,2,0.0,0,0.0,0,INN00248
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,151.0,0,1,8,2,3,37.75,0,2,0.25,0,0.0,0,INN00249
1,0,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,91.0,1,0,11,3,4,18.2,0,1,0.2,0,0.0,1,INN00250
3,0,2,1,Meal Plan 1,0,Room_Type 4,152,Online,0,0,0,146.7,1,1,8,0,3,36.675,0,3,0.5,0,0.0,1,INN00251
2,0,2,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,58.4,0,0,10,0,5,9.733333333333333,0,2,0.3333333333333333,0,0.0,0,INN00252
2,0,0,4,Not Selected,0,Room_Type 1,177,Online,0,0,0,80.75,1,1,7,3,4,16.15,0,2,0.0,0,0.0,1,INN00253
2,0,1,1,Not Selected,0,Room_Type 1,47,Offline,0,0,0,76.5,0,0,5,0,2,25.5,0,2,0.3333333333333333,0,0.0,0,INN00254
3,0,0,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,140.13,0,0,9,4,3,35.0325,0,3,0.0,0,0.0,0,INN00255
2,0,2,4,Not Selected,0,Room_Type 1,60,Online,0,0,0,76.0,1,0,11,2,6,10.857142857142858,0,2,0.2857142857142857,0,0.0,1,INN00256
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,200.0,0,0,9,5,1,100.0,0,2,0.0,0,0.0,0,INN00257
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,1,10,0,2,33.833333333333336,0,2,0.0,0,0.0,0,INN00258
2,0,0,3,Not Selected,0,Room_Type 1,71,Online,0,0,0,108.0,1,0,10,3,3,27.0,0,2,0.0,0,0.0,1,INN00259
3,0,2,3,Meal Plan 2,0,Room_Type 4,111,Online,0,0,0,189.0,1,0,7,0,5,31.5,0,3,0.3333333333333333,0,0.0,1,INN00260
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,166.0,3,0,6,0,2,55.333333333333336,0,3,0.3333333333333333,0,0.0,1,INN00261
2,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,67.5,0,0,1,1,2,22.5,0,2,0.3333333333333333,0,0.0,0,INN00262
2,0,1,3,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,78.54,1,0,9,3,4,15.708000000000002,0,2,0.2,0,0.0,1,INN00263
1,0,2,2,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,152.1,1,1,11,1,4,30.419999999999998,0,1,0.4,0,0.0,1,INN00264
1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,115.0,0,1,10,0,3,28.75,0,1,0.5,0,0.0,0,INN00265
2,0,2,5,Not Selected,0,Room_Type 1,53,Online,0,0,0,66.53,2,0,9,5,7,8.31625,0,2,0.25,0,0.0,1,INN00266
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,1,0,1,0.0,1,0,8,5,2,0.0,0,1,0.0,1,0.0,1,INN00267
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0.0,1,0,8,2,3,0.0,0,1,0.5,0,0.0,1,INN00268
2,0,0,3,Meal Plan 1,0,Room_Type 1,302,Online,0,0,0,90.3,2,1,12,5,3,22.575,0,2,0.0,0,0.0,1,INN00269
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,0,4,6,2,28.333333333333332,0,2,0.0,0,0.0,0,INN00270
1,0,0,1,Meal Plan 1,0,Room_Type 1,16,Corporate,0,0,0,75.0,0,0,3,6,1,37.5,0,1,0.0,0,0.0,0,INN00271
2,0,2,4,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,115.37,1,1,8,1,6,16.481428571428573,0,2,0.2857142857142857,0,0.0,1,INN00272
3,0,0,2,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,126.0,2,0,12,6,2,42.0,0,3,0.0,0,0.0,1,INN00274
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,94.35,1,0,6,1,1,47.175,0,2,0.5,0,0.0,1,INN00275
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,118.46,4,0,7,4,6,16.922857142857143,0,3,0.2857142857142857,0,0.0,1,INN00276
1,0,0,2,Meal Plan 2,0,Room_Type 1,239,Online,0,0,0,90.6,0,1,6,4,2,30.2,0,1,0.0,0,0.0,0,INN00277
1,0,2,1,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,82.9,2,0,3,0,3,20.725,0,1,0.5,0,0.0,1,INN00278
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,95.33,1,0,8,4,3,23.8325,0,2,0.0,0,0.0,1,INN00279
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,135.64,1,0,4,5,7,16.955,0,3,0.25,0,0.0,1,INN00280
3,0,1,1,Meal Plan 1,0,Room_Type 4,45,Offline,0,0,0,122.4,0,0,6,0,2,40.800000000000004,0,3,0.3333333333333333,0,0.0,0,INN00281
2,0,1,3,Not Selected,0,Room_Type 1,41,Online,0,0,0,116.1,0,1,5,2,4,23.22,0,2,0.2,0,0.0,0,INN00282
2,0,0,4,Not Selected,0,Room_Type 1,167,Online,0,0,0,62.18,0,1,6,3,4,12.436,0,2,0.0,0,0.0,0,INN00283
2,0,0,4,Not Selected,0,Room_Type 1,62,Online,0,0,0,63.75,0,1,3,4,4,12.75,0,2,0.0,0,0.0,0,INN00284
1,0,1,4,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,118.8,0,1,9,4,5,19.8,0,1,0.16666666666666666,0,0.0,0,INN00285
2,0,0,2,Not Selected,1,Room_Type 1,1,Online,0,0,0,167.0,0,0,8,4,2,55.666666666666664,0,2,0.0,0,0.0,0,INN00286
2,2,2,2,Meal Plan 1,0,Room_Type 6,84,Online,0,0,0,187.85,1,0,5,6,4,37.57,1,4,0.4,0,0.0,1,INN00287
0,2,2,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,108.38,1,1,4,1,4,21.676,1,2,0.4,0,0.0,1,INN00288
2,0,0,1,Meal Plan 1,0,Room_Type 2,9,Complementary,1,0,3,0.0,1,0,9,4,1,0.0,0,2,0.0,3,0.0,1,INN00289
3,0,1,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,128.7,0,1,10,6,3,32.175,0,3,0.25,0,0.0,0,INN00290
2,0,1,3,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,80.33,1,0,3,5,4,16.066,0,2,0.2,0,0.0,1,INN00291
2,0,1,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,140.0,1,1,8,2,2,46.666666666666664,0,2,0.3333333333333333,0,0.0,1,INN00292
2,1,1,1,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,76.5,2,0,8,1,2,25.5,1,3,0.3333333333333333,0,0.0,1,INN00293
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,105.3,1,0,5,1,3,26.325,0,2,0.5,0,0.0,1,INN00294
2,0,2,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,87.3,1,1,4,1,3,21.825,0,2,0.5,0,0.0,1,INN00295
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110.0,0,1,11,3,3,27.5,0,1,0.0,0,0.0,0,INN00296
1,0,0,1,Meal Plan 2,0,Room_Type 1,41,Offline,0,0,0,83.0,0,0,9,0,1,41.5,0,1,0.0,0,0.0,0,INN00297
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,99.45,1,0,8,0,4,19.89,0,2,0.4,0,0.0,1,INN00298
2,1,2,1,Meal Plan 2,0,Room_Type 1,27,Offline,0,0,0,104.5,3,0,12,2,3,26.125,1,3,0.5,0,0.0,1,INN00299
2,0,2,6,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,92.54,2,0,11,4,8,10.282222222222224,0,2,0.2222222222222222,0,0.0,1,INN00300
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,0,10,5,3,23.75,0,1,0.0,0,0.0,0,INN00301
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Offline,1,1,0,63.0,1,0,1,1,3,15.75,0,2,0.5,1,0.5,1,INN00303
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,1,10,6,3,27.45,0,2,0.25,0,0.0,0,INN00304
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,103.0,0,0,5,2,1,51.5,0,2,0.5,0,0.0,0,INN00305
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,130.0,1,0,2,1,3,32.5,0,3,0.5,0,0.0,1,INN00306
2,0,0,2,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,117.0,0,1,3,4,2,39.0,0,2,0.0,0,0.0,0,INN00307
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,Offline,0,0,0,60.5,0,0,12,4,4,12.1,0,2,0.0,0,0.0,0,INN00308
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,0,9,5,1,56.1,0,2,0.0,0,0.0,0,INN00309
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,135.9,0,1,8,2,4,27.18,0,2,0.2,0,0.0,0,INN00310
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,151.0,1,1,7,2,1,75.5,0,2,0.5,0,0.0,1,INN00311
2,2,0,2,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,239.0,2,0,9,6,2,79.66666666666667,1,4,0.0,0,0.0,1,INN00312
2,0,2,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,59.09,0,0,12,1,3,14.7725,0,2,0.5,0,0.0,0,INN00313
2,0,2,5,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,103.09,0,1,7,0,7,12.88625,0,2,0.25,0,0.0,0,INN00314
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,87.0,0,0,2,2,3,21.75,0,2,0.5,0,0.0,0,INN00315
3,0,1,0,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,137.0,0,1,4,1,1,68.5,0,3,0.5,0,0.0,0,INN00316
2,0,0,2,Meal Plan 2,0,Room_Type 1,79,Offline,0,0,0,109.0,0,0,6,6,2,36.333333333333336,0,2,0.0,0,0.0,0,INN00317
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115.0,1,1,6,2,2,38.333333333333336,0,2,0.3333333333333333,0,0.0,1,INN00318
2,0,2,3,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,99.45,1,0,7,1,5,16.575,0,2,0.3333333333333333,0,0.0,1,INN00319
3,0,1,2,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,130.0,2,0,2,3,3,32.5,0,3,0.25,0,0.0,1,INN00321
1,0,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,1,0,3,65.0,0,0,5,1,1,32.5,0,1,0.5,3,0.0,0,INN00322
2,1,1,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,132.9,0,1,7,6,3,33.225,1,3,0.25,0,0.0,0,INN00324
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,120.0,0,0,10,2,2,40.0,0,1,0.6666666666666666,0,0.0,0,INN00325
2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,79.2,1,1,11,6,2,26.400000000000002,0,2,0.0,0,0.0,1,INN00326
3,0,2,1,Meal Plan 1,0,Room_Type 4,84,Online,0,0,0,159.3,0,1,8,1,3,39.825,0,3,0.5,0,0.0,0,INN00327
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,90.0,0,0,10,4,3,22.5,0,2,0.0,1,0.5,0,INN00329
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,0,5,6,2,46.800000000000004,0,2,0.0,0,0.0,1,INN00330
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,75.0,0,0,8,4,1,37.5,0,2,0.0,0,0.0,0,INN00331
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Online,0,0,0,94.5,0,1,7,1,3,23.625,0,2,0.5,0,0.0,0,INN00333
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,75.0,0,0,12,4,1,37.5,0,1,0.0,1,0.0,0,INN00334
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,Offline,0,0,0,75.0,1,0,10,0,3,18.75,0,2,0.25,0,0.0,1,INN00335
2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,0,10,1,3,19.1675,0,2,0.5,0,0.0,0,INN00336
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,126.0,0,0,10,1,4,25.2,0,2,0.4,0,0.0,0,INN00337
2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,0,7,0,2,28.5,0,2,0.3333333333333333,0,0.0,1,INN00338
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,140.7,0,1,8,5,3,35.175,0,2,0.0,0,0.0,0,INN00339
2,0,2,2,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,103.7,1,0,6,1,4,20.740000000000002,0,2,0.4,0,0.0,1,INN00340
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,142.0,0,0,9,4,1,71.0,0,1,0.0,0,0.0,0,INN00341
2,1,2,5,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,103.7,3,0,12,4,7,12.9625,1,3,0.25,0,0.0,1,INN00342
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,0,6,2,3,27.5,0,1,0.25,0,0.0,0,INN00343
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,Offline,0,0,0,75.0,0,0,11,5,3,18.75,0,2,0.0,0,0.0,0,INN00344
3,0,1,1,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,137.7,0,0,7,2,2,45.9,0,3,0.3333333333333333,0,0.0,0,INN00345
2,0,0,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,87.3,3,0,9,4,1,43.65,0,2,0.0,0,0.0,1,INN00346
1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Complementary,1,0,4,0.0,4,0,8,4,2,0.0,0,1,0.0,4,0.0,1,INN00347
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,0,8,0,2,33.833333333333336,0,2,0.0,0,0.0,0,INN00348
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,97.0,1,0,2,5,1,48.5,0,2,0.0,0,0.0,1,INN00349
3,0,1,1,Meal Plan 1,0,Room_Type 4,89,Online,0,0,0,150.3,1,0,8,2,2,50.1,0,3,0.3333333333333333,0,0.0,1,INN00350
2,0,0,4,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,82.45,0,0,3,3,4,16.490000000000002,0,2,0.0,0,0.0,0,INN00351
1,0,0,1,Meal Plan 1,1,Room_Type 4,4,Corporate,1,0,3,103.0,1,0,7,6,1,51.5,0,1,0.0,3,0.0,1,INN00352
1,0,2,6,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,145.0,0,1,7,3,8,16.11111111111111,0,1,0.2222222222222222,0,0.0,0,INN00353
1,0,1,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,145.0,1,0,7,2,2,48.333333333333336,0,1,0.3333333333333333,0,0.0,1,INN00354
2,0,2,2,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,134.85,1,0,5,0,4,26.97,0,2,0.4,0,0.0,1,INN00355
2,1,1,1,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,168.25,1,0,10,0,2,56.083333333333336,1,3,0.3333333333333333,0,0.0,1,INN00356
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60.0,0,1,2,2,3,15.0,0,1,0.5,0,0.0,0,INN00357
